row_index,cooks_distance,leverage,standardized_residual,communityname,state
564,0.003209840848835548,0.05535296526035935,0.8757297526476554,LosAngelescity,6
821,0.0031920043311130493,0.00880391970352112,-2.24304251494735,Hattiesburgcity,28
1299,0.003071031497662025,0.009675743420377591,-2.0977449770569456,ElDoradocity,5
198,0.003046542416931029,0.03629786411125814,-1.0641393623439257,Reddingcity,6
1492,0.0030433187142237727,0.009965775876298943,-2.0573457419948005,Waycrosscity,13
151,0.0030217222344610453,0.0056272967296051996,2.734109958645291,Fayettevillecity,37
525,0.003008897420625678,0.012093181500483139,1.8550491241633493,Albuquerquecity,35
429,0.003000480015749989,0.0706542529609831,-0.7433252585422077,Oceansidecity,6
446,0.0029431342794660324,0.005893046581800235,2.6364265416132153,Ozarkcity,1
1543,0.002927807880929459,0.011765118536824857,-1.8555268431253982,Berkeleycity,29
1421,0.0029192482990476943,0.004782499750321029,2.9162923582452946,Fitchburgcity,25
1332,0.002876219433683639,0.01890853214328248,-1.4454426575211898,OceanCitycity,34
1563,0.002874981670323338,0.011558414149690527,1.8552734794248904,FortMyerscity,12
1612,0.002852542981934139,0.012943404932669243,1.7451263439668443,Paramountcity,6
1208,0.002809776466386131,0.009413490672761947,2.034561206405402,CityofOrangetownship,34
902,0.002781862923781767,0.003819307549688346,3.187194926524949,SaratogaSpringscity,36
633,0.0027448124109676415,0.009208267800936252,-2.0333988263234946,MossPointcity,28
1270,0.002735210404836375,0.015309502211688277,1.5693822138869595,EastPaloAltocity,6
819,0.0027134634175128534,0.013062279659174099,-1.6941871694232988,Statesborocity,13
362,0.0026809185358039967,0.019093847788962868,1.3885861450921448,Birminghamcity,1
1070,0.0026542451558347335,0.03273314636342412,-1.0478854523315695,Venicecity,12
1154,0.002594224809635619,0.010248149475801006,1.872872693167178,Chestercity,42
1665,0.0025381811544815534,0.009152658703978116,-1.9613498455080707,Arkadelphiacity,5
1841,0.0025321910666233514,0.005574718400897358,-2.514703957337096,Gulfportcity,28
1502,0.0024700158581127053,0.0046929262990510695,2.7081366024469107,Tacomacity,53
660,0.0024617664146162066,0.015291393216475269,-1.4897650374746851,SanBenitocity,48
260,0.00243850967622622,0.003967943671244688,2.9273871916758476,LaPortecity,18
1192,0.0024005307223527524,0.010033538281656314,1.8209618069691502,Athenscity,48
1805,0.0023829652310177188,0.004349930537927005,2.76334477431705,MasonCitycity,19
1961,0.0023692401007729914,0.009099301458961541,-1.900551296216189,ClevelandHeightscity,39
